step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.721943594639827,0,0.0,0.9082625497777858,0,0.0
10.0,0,0.0,0.0,12.702588144358039,0,0.0,0.9110512631371971,0,0.0
15.0,2,3.0,0.125,8.244948324051947,2,3.0,0.5240719911670852,2,3.0
20.0,9,41.0,1.7083333333333333,7.894775558061681,9,41.0,0.4848965162750653,9,41.0
25.0,14,94.0,2.8484848484848486,6.042787462934707,14,94.0,0.368956623773723,14,94.0
30.0,19,181.0,5.484848484848484,5.055678976126545,19,181.0,0.3143423379085602,19,181.0
35.0,27,289.0,7.225,3.774097308003365,27,289.0,0.24707340999347904,27,289.0
40.0,29,432.0,10.046511627906977,3.514472160145366,29,432.0,0.21084039488374334,29,432.0
45.0,35,593.0,11.86,2.7331186310474345,35,593.0,0.17217731354097346,35,593.0
50.0,39,785.0,15.096153846153847,2.660957737263755,39,785.0,0.16440343324457274,39,785.0
55.0,45,992.0,16.8135593220339,2.6080585791727775,45,992.0,0.15567751145473713,45,992.0
60.0,48,1230.0,19.523809523809526,1.97224933654693,48,1230.0,0.10618042709940893,48,1230.0
65.0,54,1491.0,21.608695652173914,2.135036348068316,54,1491.0,0.13801587139212187,54,1491.0
70.0,60,1777.0,25.385714285714286,1.0603682928608427,60,1777.0,0.07212511998929197,60,1777.0
75.0,64,2093.0,26.49367088607595,1.9338860304026522,64,2093.0,0.12218189757908708,64,2093.0
80.0,70,2429.0,29.987654320987655,1.1094071042927083,70,2430.0,0.07452533725507304,70,2430.0
85.0,75,2798.0,32.53488372093023,1.2247646161295094,75,2799.0,0.07380984978786069,75,2799.0
90.0,81,3189.0,35.43333333333333,0.973892439647343,81,3190.0,0.05244567569852327,81,3190.0
95.0,85,3607.0,37.96842105263158,0.8889042908160846,85,3608.0,0.03338558898190592,85,3608.0
100.0,90,4048.0,41.30612244897959,0.9357983734018611,90,4049.0,0.045456572459311555,90,4049.0
105.0,92,4505.0,45.96938775510204,0.4803648548478537,92,4506.0,0.014289247729479456,92,4506.0
110.0,96,4980.0,48.8235294117647,0.8046973036807701,96,4981.0,0.03809534026068475,96,4981.0
115.0,97,5462.0,53.549019607843135,0.5901898182329379,97,5463.0,0.022849511509166788,97,5463.0
120.0,98,5950.0,57.76699029126213,0.6284002681867386,98,5951.0,0.028155555233941077,98,5951.0
125.0,98,6440.0,61.92307692307692,0.607454582740831,98,6441.0,0.027023070216239443,98,6441.0
130.0,100,6937.0,65.44339622641509,0.7700658309385665,100,6938.0,0.027991239895384868,100,6938.0
135.0,101,7439.0,70.84761904761905,0.45832551902889374,101,7440.0,0.024663495608629904,101,7440.0
140.0,102,7946.0,74.9622641509434,0.5061064662424242,102,7947.0,0.02718214591678335,102,7947.0
145.0,103,8457.0,78.30555555555556,0.6005057709915191,103,8458.0,0.016835416393667663,103,8458.0
150.0,104,8975.0,82.33944954128441,0.5821081388213752,104,8976.0,0.025605261908432656,104,8976.0
155.0,104,9495.0,87.11009174311927,0.46803025153981026,104,9496.0,0.02617391920822228,104,9496.0
160.0,106,10021.0,90.27927927927928,0.569349198431176,106,10022.0,0.02567780874214384,106,10022.0
165.0,106,10551.0,93.3716814159292,0.6918765207124431,106,10552.0,0.026874283257351014,106,10552.0
170.0,108,11087.0,97.25438596491227,0.6961223924608927,108,11088.0,0.023615766218665894,108,11088.0
175.0,108,11627.0,102.89380530973452,0.5164632219120557,108,11628.0,0.0091532679833932,108,11628.0
180.0,109,12172.0,106.7719298245614,0.5133162173912209,109,12173.0,0.01770079622524826,109,12173.0
185.0,111,12723.0,110.63478260869566,0.5076045329435738,111,12724.0,0.017471860879350737,111,12724.0
190.0,111,13278.0,115.4608695652174,0.34818828661975015,111,13279.0,0.008916279810992177,111,13279.0
195.0,113,13840.0,118.2905982905983,0.4534422882585018,113,13841.0,0.01687735557178774,113,13841.0
200.0,114,14406.0,122.08474576271186,0.4381951251483103,114,14407.0,0.01663777814972449,114,14407.0
205.0,114,14976.0,126.91525423728814,0.4351621581563221,114,14977.0,0.01697941031010558,114,14977.0
210.0,114,15546.0,131.74576271186442,0.4340183046405804,114,15547.0,0.016625475417875426,114,15547.0
215.0,114,16116.0,136.57627118644066,0.4336924806645835,114,16117.0,0.01641786771809872,114,16117.0
220.0,114,16686.0,141.40677966101694,0.4308404589948118,114,16687.0,0.01648613338873033,114,16687.0
225.0,114,17256.0,145.00840336134453,0.5427076345702214,114,17257.0,0.01650021126817313,114,17257.0
230.0,114,17826.0,151.0677966101695,0.4500181846328806,114,17827.0,0.01650133314509387,114,17827.0
