step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.152456955520968,0,0.0,0.9400991763834656,0,0.0
10.0,0,0.0,0.0,12.593584521037302,0,0.0,0.9047612270609303,0,0.0
15.0,2,2.0,0.16666666666666666,4.134614282460897,2,2.0,0.05939686113108401,2,2.0
20.0,7,37.0,3.0833333333333335,5.600367104729767,7,37.0,0.0,7,37.0
25.0,7,72.0,6.545454545454546,4.788874467413456,7,72.0,0.0,7,72.0
30.0,7,107.0,15.285714285714286,0.0,7,107.0,0.0,7,107.0
35.0,7,142.0,11.833333333333334,5.9544125,7,142.0,0.4166666666666667,7,142.0
40.0,7,177.0,9.31578947368421,8.61293034345718,7,177.0,0.6041859065212081,7,177.0
45.0,7,212.0,11.157894736842104,6.771000820289988,7,212.0,0.427701366116728,7,212.0
50.0,13,261.0,13.736842105263158,3.254901418633849,13,261.0,0.08934345595345483,13,261.0
55.0,15,335.0,18.61111111111111,2.211759231819063,15,335.0,3.6687865066469747e-06,15,335.0
60.0,15,410.0,25.625,0.8024484254341153,15,410.0,0.0,15,410.0
65.0,15,485.0,32.333333333333336,0.0,15,485.0,0.0,15,485.0
70.0,15,560.0,28.0,3.4021675476530375,15,560.0,0.2432435445749625,15,560.0
75.0,15,635.0,26.458333333333332,5.002844986111967,15,635.0,0.35408831137254243,15,635.0
80.0,16,711.0,26.333333333333332,3.9273315233907993,16,711.0,0.2542559460699411,16,711.0
85.0,21,806.0,29.85185185185185,2.675677164639132,21,806.0,0.09462350771749939,21,806.0
90.0,23,916.0,35.23076923076923,1.5190699524857938,23,916.0,5.356583784696377e-05,23,916.0
95.0,23,1031.0,42.958333333333336,0.5316413388567093,23,1031.0,0.0,23,1031.0
100.0,23,1146.0,49.82608695652174,0.0,23,1146.0,0.0,23,1146.0
105.0,23,1261.0,45.035714285714285,2.4063958332225335,23,1261.0,0.17030939734644954,23,1261.0
110.0,23,1376.0,43.0,3.1290285716808866,23,1376.0,0.22534724052591404,23,1376.0
115.0,26,1498.0,42.8,2.986334795303142,26,1498.0,0.16276671752340802,26,1498.0
120.0,29,1636.0,46.74285714285714,2.2662743827163148,29,1636.0,0.08613382324817326,29,1636.0
125.0,30,1782.0,54.0,0.8327354164197965,30,1782.0,0.0010894871216824836,30,1782.0
130.0,31,1936.0,60.5,0.41915432368571504,31,1936.0,5.517949827661229e-07,31,1936.0
135.0,31,2091.0,65.34375,0.38617379411374686,31,2091.0,0.028688855169674433,31,2091.0
140.0,31,2246.0,62.388888888888886,1.8623670608982121,31,2246.0,0.12920510394680498,31,2246.0
145.0,31,2401.0,60.025,2.004011340584999,31,2401.0,0.14585282357363744,31,2401.0
150.0,34,2568.0,62.63414634146341,1.6875661990605682,34,2568.0,0.0846682992547547,34,2568.0
155.0,36,2746.0,63.86046511627907,1.8194491795961132,36,2746.0,0.07051157553592355,36,2746.0
160.0,37,2931.0,71.48780487804878,0.7110906444189882,37,2931.0,0.031602727968596735,37,2931.0
165.0,39,3123.0,78.075,0.28063216111440353,39,3123.0,2.973919266665884e-06,39,3123.0
170.0,39,3318.0,75.4090909090909,1.5227139390505806,39,3318.0,0.09298272680197463,39,3318.0
175.0,39,3513.0,78.06666666666666,1.5803518470589322,39,3513.0,0.10151785166754314,39,3513.0
180.0,42,3713.0,77.35416666666667,1.893880064135259,42,3713.0,0.10210375466178574,42,3713.0
185.0,43,3925.0,81.77083333333333,1.094668109246831,43,3925.0,0.009417355753565228,43,3925.0
190.0,45,4145.0,84.59183673469387,1.0778894533111638,45,4145.0,0.03854665763667215,45,4145.0
195.0,45,4370.0,91.04166666666667,0.7329749260422068,45,4370.0,0.058438593890419936,45,4370.0
200.0,46,4596.0,93.79591836734694,0.5385919989309925,46,4596.0,0.02119576155625327,46,4596.0
205.0,47,4830.0,91.13207547169812,1.4605719281536362,47,4830.0,0.0930954891045961,47,4830.0
210.0,47,5065.0,97.40384615384616,0.5054723361831667,47,5065.0,0.03950008641640214,47,5065.0
215.0,50,5313.0,94.875,1.4386702062613548,50,5313.0,0.08695888304402992,50,5313.0
220.0,52,5566.0,99.39285714285714,0.7575138241139646,52,5566.0,0.024645770804755,52,5566.0
225.0,53,5828.0,102.24561403508773,0.8454818492711738,53,5828.0,0.017309493781440085,53,5828.0
230.0,53,6093.0,106.89473684210526,0.8656869091702861,53,6093.0,0.04962300102452265,53,6093.0
235.0,54,6359.0,111.56140350877193,0.47198978193081853,54,6359.0,0.03641876970792447,54,6359.0
240.0,55,6632.0,108.72131147540983,1.1086391822624344,55,6632.0,0.06534495497854621,55,6632.0
245.0,58,6914.0,113.34426229508196,0.6695919228482584,58,6914.0,0.03333259836490136,58,6914.0
250.0,58,7204.0,112.5625,1.2102374735927173,58,7204.0,0.06009337454473275,58,7204.0
255.0,60,7498.0,117.15625,0.8193549847610979,60,7498.0,0.030758103667207,60,7498.0
260.0,60,7798.0,125.7741935483871,0.21538269305316765,60,7798.0,0.00015606026943205899,60,7798.0
265.0,61,8103.0,126.609375,0.6544219595601357,61,8103.0,0.030447837580282147,61,8103.0
270.0,61,8408.0,129.35384615384615,0.6014419186500111,61,8408.0,0.039962646369054645,61,8408.0
275.0,65,8721.0,126.3913043478261,0.6287341808264352,65,8721.0,0.03303332340871218,65,8721.0
280.0,66,9049.0,131.14492753623188,0.5398088307095333,66,9049.0,0.02750642741320146,66,9049.0
285.0,66,9379.0,130.26388888888889,0.9663508778915266,66,9379.0,0.04624596073614914,66,9379.0
290.0,68,9712.0,134.88888888888889,0.6433004491795775,68,9712.0,0.023399562876797973,68,9712.0
295.0,69,10055.0,141.61971830985917,0.36863331253628456,69,10055.0,3.357654562154564e-06,69,10055.0
300.0,69,10400.0,144.44444444444446,0.5305951017419172,69,10400.0,0.025932517808237576,69,10400.0
305.0,69,10745.0,141.3815789473684,0.9617641873657581,69,10745.0,0.0662515961205126,69,10745.0
310.0,73,11098.0,144.12987012987014,0.5280998800049342,73,11098.0,0.0257541115365198,73,11098.0
315.0,74,11468.0,148.93506493506493,0.5153059528445674,74,11468.0,3.1130731746709776e-07,74,11468.0
320.0,74,11838.0,147.975,0.9946705442586392,74,11838.0,0.036883429173879385,74,11838.0
325.0,75,12209.0,158.55844155844156,0.252666196992975,75,12209.0,0.017490272435226464,75,12209.0
330.0,76,12588.0,163.4805194805195,0.17694621389849524,76,12588.0,2.688031944415988e-07,76,12588.0
335.0,76,12968.0,166.25641025641025,0.3532026083166859,76,12968.0,0.012521597272879355,76,12968.0
340.0,78,13350.0,162.8048780487805,0.6430152763542069,78,13350.0,0.045196313074310615,78,13350.0
345.0,78,13740.0,167.5609756097561,0.5546908842387064,78,13740.0,0.038768621777512585,78,13740.0
350.0,79,14132.0,172.34146341463415,0.5007509579286997,79,14132.0,1.3670842037317998e-05,79,14132.0
355.0,79,14527.0,170.90588235294118,0.8972772313289217,79,14527.0,0.03171895127135714,79,14527.0
360.0,80,14924.0,179.80722891566265,0.3215388935889332,80,14924.0,0.013773734821284266,80,14924.0
365.0,81,15329.0,184.6867469879518,0.293156789871398,81,15329.0,0.012195210730513288,81,15329.0
370.0,81,15734.0,189.56626506024097,0.18140991010783888,81,15734.0,0.003775013988313098,81,15734.0
375.0,82,16141.0,187.6860465116279,0.5617226888657384,82,16141.0,0.03253501263324449,82,16141.0
380.0,82,16551.0,192.45348837209303,0.5618744788337826,82,16551.0,0.04058066733519531,82,16551.0
385.0,83,16962.0,197.2325581395349,0.4533337450545308,83,16962.0,0.011465258451315335,83,16962.0
390.0,83,17377.0,195.24719101123594,0.8126681980745597,83,17377.0,0.03099220825116621,83,17377.0
395.0,84,17795.0,202.2159090909091,0.4730005087662304,84,17795.0,0.016358148148221698,84,17795.0
400.0,85,18217.0,209.39080459770116,0.27313143758819736,85,18217.0,0.010572861479054977,85,18217.0
405.0,86,18644.0,209.48314606741573,0.42361670868299117,86,18644.0,0.022728414795789565,86,18644.0
410.0,86,19074.0,214.31460674157304,0.44194315298642683,86,19074.0,0.03320601582923864,86,19074.0
415.0,86,19504.0,216.7111111111111,0.5805674161529186,86,19504.0,0.032265960129477474,86,19504.0
420.0,86,19934.0,221.48888888888888,0.3767065578366845,86,19934.0,0.007885095716057023,86,19934.0
425.0,87,20369.0,219.0215053763441,0.7398820128284493,87,20369.0,0.025954886002224044,87,20369.0
430.0,88,20806.0,226.15217391304347,0.43551614777304554,88,20806.0,0.013603397811267124,88,20806.0
435.0,89,21250.0,233.5164835164835,0.18075921334711337,89,21250.0,0.003717514521769933,89,21250.0
440.0,90,21697.0,233.30107526881721,0.4226684252502668,90,21697.0,0.020511334587803565,90,21697.0
445.0,90,22147.0,240.72826086956522,0.30862245098877533,90,22147.0,0.021271093621154112,90,22147.0
450.0,90,22597.0,242.9784946236559,0.45355651828220217,90,22597.0,0.010603438578395599,90,22597.0
455.0,90,23047.0,245.18085106382978,0.5244860603041244,90,23047.0,0.015336387004656305,90,23047.0
460.0,91,23499.0,244.78125,0.5606938757621424,91,23499.0,0.023251470011433132,91,23499.0
465.0,92,23958.0,249.5625,0.3890869236042264,92,23958.0,0.020847940222018448,92,23958.0
470.0,94,24424.0,257.09473684210525,0.10249712362789333,94,24424.0,2.110925362695816e-05,94,24424.0
475.0,94,24894.0,256.63917525773195,0.41321110555671114,94,24894.0,0.019850154008923808,94,24894.0
480.0,94,25364.0,261.4845360824742,0.4087666371035015,94,25364.0,0.019591589742369884,94,25364.0
485.0,94,25834.0,266.3298969072165,0.4397972066072544,94,25834.0,0.009754499390595113,94,25834.0
490.0,94,26304.0,268.40816326530614,0.5763151423184798,94,26304.0,0.019438122146765286,94,26304.0
495.0,95,26776.0,273.2244897959184,0.3051668355899143,95,26776.0,0.010641385315681111,95,26776.0
500.0,96,27255.0,272.55,0.32973345612349336,96,27255.0,0.013031270170553224,96,27255.0
505.0,98,27741.0,277.41,0.2731115114595973,98,27741.0,2.018831111671758e-06,98,27741.0
510.0,98,28231.0,282.31,0.2510419915266361,98,28231.0,0.019157585608495203,98,28231.0
515.0,98,28721.0,287.21,0.24883147182329818,98,28721.0,0.019005207136739973,98,28721.0
520.0,98,29211.0,292.11,0.25244448300372135,98,29211.0,0.0,98,29211.0
525.0,98,29701.0,294.0693069306931,0.38988963284295053,98,29701.0,0.009417241661052636,98,29701.0
530.0,98,30191.0,293.11650485436894,0.3992856880114349,98,30191.0,0.027932603508562186,98,30191.0
535.0,101,30690.0,295.09615384615387,0.2686485221471372,101,30690.0,0.009253798853830314,101,30690.0
540.0,102,31200.0,294.33962264150944,0.5599701925422286,102,31200.0,0.019231035422907553,102,31200.0
545.0,102,31710.0,302.0,0.4288300635448198,102,31710.0,0.018669498447893767,102,31710.0
550.0,102,32220.0,309.8076923076923,0.28944257448136235,102,32220.0,0.0,102,32220.0
555.0,102,32730.0,314.71153846153845,0.2945397813321314,102,32730.0,0.0,102,32730.0
560.0,102,33240.0,319.61538461538464,0.29222079825763625,102,33240.0,0.00908128484423988,102,33240.0
565.0,103,33751.0,315.4299065420561,0.4020161049219873,103,33751.0,0.026682941722996383,103,33751.0
570.0,105,34273.0,317.3425925925926,0.29239540426024363,105,34273.0,0.009684633003093374,105,34273.0
575.0,106,34803.0,316.3909090909091,0.4980681668123654,106,34803.0,0.018112837272907717,106,34803.0
580.0,106,35333.0,324.1559633027523,0.3489945948472151,106,35333.0,0.017625800277206186,106,35333.0
585.0,106,35863.0,332.06481481481484,0.23162940621257866,106,35863.0,0.0,106,35863.0
590.0,106,36393.0,336.97222222222223,0.2352704806354463,106,36393.0,0.0,106,36393.0
595.0,106,36923.0,338.74311926605503,0.37485305247547157,106,36923.0,0.009345794392523364,106,36923.0
600.0,107,37455.0,340.5,0.2801208305896155,107,37455.0,0.017585663873006623,107,37455.0
605.0,109,37996.0,339.25,0.2777345239862697,109,37996.0,0.0002462114875916629,109,37996.0
610.0,110,38546.0,338.12280701754383,0.5092266221360492,110,38546.0,0.01699417488654211,110,38546.0
615.0,110,39096.0,349.07142857142856,0.2427988226586926,110,39096.0,0.017230010426197075,110,39096.0
620.0,110,39646.0,353.98214285714283,0.23394033207619527,110,39646.0,0.0,110,39646.0
625.0,110,40196.0,358.89285714285717,0.2407373752502265,110,40196.0,0.0,110,40196.0
630.0,110,40746.0,367.0810810810811,0.11057126580276769,110,40746.0,0.0,110,40746.0
635.0,111,41298.0,365.46902654867256,0.2728914131152209,111,41298.0,0.017104071598602562,111,41298.0
640.0,112,41854.0,363.9478260869565,0.33261173637922226,112,41854.0,0.021443174112017575,112,41854.0
645.0,113,42418.0,362.54700854700855,0.48902668392073045,113,42418.0,0.01654330836709258,113,42418.0
