step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,10.244446151439314,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,11.058018754300942,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.743458653983673,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,11.82743055426571,0,0.0,1.0,0,0.0,0.9830236129643848,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
25.0,0,0.0,0.0,11.737210554260141,0,0.0,0.9284737372357468,0,0.0,0.934263845249104,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9421583919690186,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
30.0,0,0.0,0.0,11.93135512332769,0,0.0,0.9419514348908139,0,0.0,0.9420010512040484,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9307503598922935,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
35.0,0,0.0,0.0,12.158443854223274,0,0.0,0.9315172548071962,0,0.0,0.9751895170943662,0,0.0,1.0,0,0.0,0.9421583919690186,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9203608884195323,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9436386901765905,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
40.0,0,0.0,0.0,12.087633550105192,0,0.0,0.9423036586064674,0,0.0,0.9344170789856298,0,0.0,1.0,0,0.0,0.9454384308464392,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8996029590120197,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.948888436033124,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9293131822431833,0,0.0
45.0,0,0.0,0.0,11.899305257306551,0,0.0,0.9578909943334186,0,0.0,0.8541983353161373,0,0.0,1.0,0,0.0,0.7768333074059753,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9167415615944409,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.997763273385553,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9188121956927398,0,0.0
50.0,2,10.0,0.13333333333333333,11.359410584919658,0,0.0,0.9108603488896218,1,5.0,0.6108048079910785,0,0.0,1.0,1,5.0,0.7092111033873757,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9324044376186185,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9721978502404008,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9246121038518028,2,10.0
55.0,8,38.0,0.4634146341463415,10.907450327182744,0,0.0,0.9243269452566226,5,23.0,0.5776217575293671,0,0.0,1.0,3,15.0,0.5292486791684811,0,0.0,1.0,0,0.0,0.9280360435819123,0,0.0,1.0,0,0.0,0.9409016817404439,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9564200635943108,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9379179228830052,8,38.0
60.0,11,90.0,1.0,10.321764838017769,0,0.0,0.9072473221609285,6,53.0,0.5628712727366894,0,0.0,1.0,5,37.0,0.38161182041902436,0,0.0,1.0,0,0.0,0.9331071221227191,0,0.0,1.0,0,0.0,0.9157137165111756,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.935102007357517,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9826576298382086,11,90.0
65.0,16,163.0,1.6804123711340206,9.866159709095866,0,0.0,0.9639155715411498,8,90.0,0.466088968519358,0,0.0,1.0,8,73.0,0.2988705428360462,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9188853948646741,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9296336480005714,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9430143869362902,16,163.0
70.0,23,264.0,2.5142857142857142,8.962241787273607,0,0.0,0.9230818524226481,11,139.0,0.33174761660961716,0,0.0,1.0,12,125.0,0.14756406374825345,0,0.0,1.0,0,0.0,0.955257282562113,0,0.0,1.0,0,0.0,0.9062173023634987,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.958197553056856,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9258632619403272,23,264.0
75.0,30,405.0,3.75,8.381500561796496,0,0.0,0.939345680579183,15,211.0,0.2746077784816925,0,0.0,1.0,15,194.0,0.10776646199209983,0,0.0,1.0,0,0.0,0.932333353194503,0,0.0,1.0,0,0.0,0.9479685154720653,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9080501298987859,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9503259127174182,30,405.0
80.0,35,572.0,4.973913043478261,8.251145060508904,0,0.0,0.8992112618058542,18,295.0,0.3063748289021394,0,0.0,1.0,17,277.0,0.15600183229298742,0,0.0,1.0,0,0.0,0.9135407382013424,0,0.0,1.0,0,0.0,0.9527423318222884,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8967189140233796,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9429856422713955,35,572.0
85.0,40,765.0,6.322314049586777,7.974197987828494,0,0.0,0.9474009937539232,21,395.0,0.2815424758012494,0,0.0,1.0,19,370.0,0.1410025619667998,0,0.0,1.0,0,0.0,0.8952806971398476,0,0.0,1.0,0,0.0,0.9162341314783347,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9131405072885371,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8907023718582484,40,765.0
90.0,45,978.0,7.640625,7.5471838584993645,0,0.0,0.9288555215390147,24,507.0,0.21144106360082934,0,0.0,1.0,21,471.0,0.06710670315841737,0,0.0,1.0,0,0.0,0.9181695357305023,0,0.0,1.0,0,0.0,0.884239719417473,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9137726853246398,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.902351882361042,45,978.0
95.0,52,1222.0,9.257575757575758,7.2678821108278475,0,0.0,0.9291109810773351,27,633.0,0.1538885228767121,0,0.0,1.0,25,589.0,0.08202180453181977,0,0.0,1.0,0,0.0,0.9520034549007305,0,0.0,1.0,0,0.0,0.8816706806067423,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9256011201059152,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9024392114458216,52,1222.0
100.0,56,1490.0,10.955882352941176,6.923816265559363,0,0.0,0.9481940591280587,30,773.0,0.10928659412132524,0,0.0,1.0,26,717.0,0.08335876951058963,0,0.0,1.0,0,0.0,0.9264441693945366,0,0.0,1.0,0,0.0,0.9329004605207701,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9246750734850175,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9520732728423562,56,1490.0
105.0,62,1790.0,12.785714285714286,6.423024362935919,0,0.0,0.9492636784548225,32,928.0,0.1413545988510387,0,0.0,1.0,30,862.0,0.029291358720946174,0,0.0,1.0,0,0.0,0.8727708457693989,0,0.0,1.0,0,0.0,0.9273561431979566,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9346611194663825,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9065776438792075,62,1790.0
110.0,70,2122.0,14.337837837837839,6.236691218398949,1,1.0,0.8061992683163994,36,1099.0,0.1488123001689896,0,0.0,1.0,33,1022.0,0.013305551230342128,0,0.0,1.0,0,0.0,0.9263173928004091,0,0.0,1.0,0,0.0,0.9458222588541249,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.952284785199479,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9077123721590558,70,2122.0
115.0,73,2484.0,16.235294117647058,6.101203489220206,1,6.0,0.5433963076235875,36,1279.0,0.15058324833243172,0,0.0,1.0,36,1199.0,0.021957863707281648,0,0.0,1.0,0,0.0,0.8803383801476964,0,0.0,1.0,0,0.0,0.9141682378921709,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9624025713899984,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8887502837305323,73,2484.0
120.0,80,2866.0,18.490322580645163,5.566500896375444,4,21.0,0.3663119633508444,36,1459.0,0.13640034993861735,0,0.0,1.0,38,1382.0,0.00016509890104786541,0,0.0,1.0,0,0.0,0.8745849303578749,0,0.0,1.0,2,4.0,0.5137440956220425,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9516698635895967,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9834023816570129,80,2866.0
125.0,85,3288.0,20.67924528301887,5.494651163583124,7,54.0,0.2609640050568982,36,1639.0,0.13728771182220645,0,0.0,1.0,38,1572.0,0.0,0,0.0,1.0,0,0.0,0.8432078358521479,0,0.0,1.0,4,23.0,0.5724489850494723,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9056379208442689,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9359584806977325,85,3288.0
130.0,92,3731.0,22.612121212121213,5.368702233383953,11,102.0,0.25184057180789843,36,1819.0,0.13673527076981212,0,0.0,1.0,38,1762.0,0.0,0,0.0,1.0,0,0.0,0.8756616606236647,0,0.0,1.0,7,48.0,0.30688739365686374,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9251609865895923,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9221555355817855,92,3731.0
135.0,96,4197.0,24.83431952662722,5.089702492768721,12,158.0,0.18607413881874757,36,1999.0,0.09209127156360754,0,0.0,1.0,38,1952.0,0.0,0,0.0,1.0,0,0.0,0.9368903219093387,0,0.0,1.0,10,88.0,0.19264978170263902,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9240655631240073,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9321235595196352,96,4197.0
140.0,101,4693.0,27.444444444444443,4.853624048906471,15,226.0,0.1988794644525346,36,2179.0,0.1127760686113114,0,0.0,1.0,38,2142.0,0.0,0,0.0,1.0,0,0.0,0.9513728788196821,0,0.0,1.0,12,146.0,0.23307860351567433,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.913438930950149,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9075009579925933,101,4693.0
145.0,105,5210.0,29.771428571428572,4.4808667304510434,17,309.0,0.09441693917498926,36,2359.0,0.09292955654003714,0,0.0,1.0,38,2332.0,0.0,0,0.0,1.0,0,0.0,0.9291445354592224,0,0.0,1.0,14,210.0,0.15556121486041907,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9239872467270581,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8758443467732429,105,5210.0
150.0,112,5757.0,31.806629834254142,4.369902914072662,21,405.0,0.08000230996093186,36,2539.0,0.06974818833652735,0,0.0,1.0,38,2522.0,0.0,0,0.0,1.0,0,0.0,0.8701937954321692,0,0.0,1.0,17,291.0,0.11031544931801215,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9669029126220609,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8819877840707543,112,5757.0
155.0,117,6334.0,33.691489361702125,4.321231992394226,24,520.0,0.03944307979405889,36,2719.0,0.11429446732603225,0,0.0,1.0,38,2712.0,0.0,0,0.0,1.0,0,0.0,0.7789519996202191,0,0.0,1.0,19,383.0,0.15856363149509695,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.918935457140588,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8987393699998073,117,6334.0
160.0,122,6934.0,36.114583333333336,4.25163089584147,26,646.0,0.06792519212949727,36,2899.0,0.11381735701768778,0,0.0,1.0,38,2902.0,0.0,0,0.0,1.0,0,0.0,0.844116565421257,0,0.0,1.0,22,487.0,0.06680178010058238,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9612551967335168,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9159703321673348,122,6934.0
