step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.780652821201981,0,0.0,0.906549598490315,0,0.0
10.0,0,0.0,0.0,12.42917568149178,0,0.0,0.9000801714381828,0,0.0
15.0,2,6.0,0.16666666666666666,10.401110012013753,2,6.0,0.7346768041817434,2,6.0
20.0,7,36.0,0.8,8.9089181288337,7,36.0,0.5775015186297568,7,36.0
25.0,10,66.0,1.2452830188679245,6.823639649835447,10,79.0,0.44330553775695036,10,79.0
30.0,17,144.0,2.526315789473684,6.582845209563935,17,145.0,0.43232415007927727,17,145.0
35.0,21,207.0,3.234375,5.2501021772946075,21,229.0,0.30567937063895917,21,229.0
40.0,26,313.0,4.4714285714285715,5.300002196861393,26,325.0,0.3166419561036061,26,325.0
45.0,30,420.0,5.526315789473684,4.199011799493731,30,451.0,0.2272029631795101,30,451.0
50.0,38,568.0,6.843373493975903,3.8545813152498125,38,605.0,0.2162611351143736,38,605.0
55.0,43,725.0,7.967032967032967,3.666046363296891,43,779.0,0.19830450660062665,43,779.0
60.0,49,898.0,9.16326530612245,3.4653743248141957,49,976.0,0.18611826936109074,49,976.0
65.0,53,1132.0,11.098039215686274,3.3088747291333376,53,1194.0,0.15530444843672048,53,1194.0
70.0,59,1122.0,10.485981308411215,2.6530251098168676,59,1368.0,0.1388791345853617,59,1368.0
75.0,61,1132.0,10.198198198198199,2.3267463220815356,61,1489.0,0.11706980636183585,61,1489.0
80.0,65,1038.0,8.722689075630251,2.1088648939552086,65,1658.0,0.09379488647508302,65,1658.0
85.0,76,986.0,7.951612903225806,1.9729575394902537,76,1795.0,0.08186511445851509,76,1795.0
90.0,80,1007.0,7.8671875,1.4447031099000383,80,2115.0,0.06434624172749263,80,2115.0
95.0,84,1062.0,8.106870229007633,1.5630225084724658,84,2386.0,0.0650357034783929,84,2386.0
100.0,87,1241.0,9.546153846153846,1.7466551985426886,87,2633.0,0.055903240538508016,87,2633.0
105.0,90,1549.0,11.82442748091603,2.1217473434036838,90,2964.0,0.08351072713859652,90,2964.0
110.0,87,1634.0,12.666666666666666,1.9332437861980554,87,3263.0,0.08140813924354948,87,3263.0
115.0,89,1766.0,13.48091603053435,2.0006185048467255,89,3504.0,0.08037362120878604,89,3504.0
120.0,87,1733.0,12.837037037037037,1.7223077533545283,87,3788.0,0.07528407363481136,87,3788.0
125.0,85,1659.0,12.10948905109489,1.699058535829729,85,3931.0,0.07021673217517442,85,3931.0
130.0,88,1696.0,12.02836879432624,1.8792648274001438,88,4004.0,0.07131271826123586,88,4004.0
135.0,92,1655.0,11.493055555555555,1.5092684064898376,92,4273.0,0.06201731732293996,92,4273.0
140.0,96,1549.0,10.98581560283688,1.6113788184421647,96,4266.0,0.06115019263295951,96,4266.0
145.0,102,1667.0,11.57638888888889,1.7067089747954745,102,4502.0,0.06253384131284853,102,4502.0
150.0,97,1676.0,11.72027972027972,1.6896898982076847,97,4808.0,0.05882869915389456,97,4808.0
155.0,95,1836.0,13.114285714285714,1.6942139028127745,95,5030.0,0.062143895906444264,95,5030.0
160.0,101,2138.0,15.056338028169014,1.7854378979517986,101,5226.0,0.06291450944752909,101,5226.0
165.0,98,2152.0,15.048951048951048,1.6109676316830208,98,5508.0,0.06616352445558525,98,5508.0
170.0,94,2014.0,14.385714285714286,1.4913031442645266,94,5678.0,0.06639779904617815,94,5678.0
175.0,99,2123.0,14.846153846153847,1.814857883078083,99,5726.0,0.06147548025804396,99,5726.0
180.0,102,2219.0,15.409722222222221,1.890253576839942,102,5943.0,0.06379620511930119,102,5943.0
185.0,99,2302.0,16.442857142857143,1.7053059278117366,99,6125.0,0.06925984421265667,99,6125.0
190.0,101,2501.0,17.612676056338028,1.7886431194015506,101,6295.0,0.0728179808645306,101,6295.0
195.0,99,2434.0,17.140845070422536,1.462830605969122,99,6501.0,0.05936668632904067,99,6501.0
200.0,92,2144.0,14.993006993006993,1.6423063802559124,92,6582.0,0.06352211985302637,92,6582.0
205.0,91,2024.0,14.153846153846153,1.7763587999154775,91,6513.0,0.06134816059374377,91,6513.0
