step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,11.716971317924237,0,0.0,0.9141220073035471,0,0.0,0.7095442076504623,0,0.0,0.796572598720854,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,11.57034882730822,0,0.0,0.9009866924768222,0,0.0,0.8068367219069135,0,0.0,0.6321865938906547,0,0.0,1.0,0,0.0
15.0,1,3.0,0.0967741935483871,10.03117200613168,0,0.0,0.6489071837261086,0,0.0,0.7687113671192966,1,3.0,0.6323289705409594,0,0.0,0.9100797101305682,1,3.0
20.0,3,12.0,0.2857142857142857,8.360548355365557,0,0.0,0.5319809886752878,0,0.0,0.7717663300808902,3,12.0,0.47078165850149006,0,0.0,0.8858591584721897,3,12.0
25.0,7,38.0,0.7450980392156863,7.555316836776026,2,5.0,0.43691808552970524,0,2.0,0.7962136976730197,5,33.0,0.2439698469975499,0,0.0,0.9293802323301303,7,40.0
30.0,14,97.0,1.6166666666666667,6.953481044678353,5,26.0,0.33449412787094845,0,2.0,0.7624080755508635,9,71.0,0.11772312481472405,0,0.0,0.8454830510219145,14,99.0
35.0,20,153.0,2.353846153846154,5.5740227708613,7,47.0,0.2731317847201485,1,3.0,0.6355628745055206,12,123.0,0.06354883856533196,0,0.0,0.8796079260032775,20,173.0
40.0,25,230.0,3.2857142857142856,4.651980219559415,6,62.0,0.2369456925735635,4,17.0,0.4423884660300765,15,193.0,0.09532050928343211,0,0.0,0.8735660199228363,25,272.0
45.0,29,327.0,4.302631578947368,4.233398271747705,4,71.0,0.16160409308500265,6,42.0,0.4328141252988136,19,279.0,0.16115194744939793,0,0.0,0.8292857506765569,29,392.0
50.0,31,458.0,5.725,4.406780577699783,6,83.0,0.134057824527425,6,74.0,0.494980985305177,19,372.0,0.08652674280893324,0,0.0,0.8188806883200582,31,529.0
55.0,33,601.0,7.329268292682927,4.670489131312739,8,104.0,0.14473965699110794,6,104.0,0.47654464744200786,19,467.0,0.0,0,0.0,0.855702484651175,33,675.0
60.0,34,733.0,8.623529411764705,4.0598551653196004,7,126.0,0.14671806513130364,8,140.0,0.31668024815609364,19,562.0,0.0,0,0.0,0.8640245598014729,34,828.0
65.0,38,870.0,10.481927710843374,3.94211726918296,8,132.0,0.15294275832588805,11,189.0,0.30204269336386264,19,659.0,0.12228939437981837,0,0.0,0.8237981857648626,38,980.0
70.0,39,1018.0,11.976470588235294,3.7736046577946167,8,163.0,0.1386465808701288,12,249.0,0.2856552811417439,19,754.0,0.12821882718220057,0,0.0,0.8395028934763303,39,1166.0
75.0,39,1182.0,13.431818181818182,3.8895471918100966,8,179.0,0.1077955130830253,12,311.0,0.3016364835058801,19,847.0,0.049195661024893846,0,0.0,0.8763223829950317,39,1337.0
80.0,39,1338.0,15.204545454545455,3.5047757837826436,6,183.0,0.14057853699462897,14,378.0,0.21215407853892593,19,942.0,0.0,0,0.0,0.8558275092080305,39,1503.0
85.0,41,1503.0,16.7,3.5477933342355654,6,164.0,0.12211017313276011,16,456.0,0.19132367760930477,19,1039.0,0.1170521334540203,0,0.0,0.8645700208430017,41,1659.0
90.0,43,1678.0,19.068181818181817,3.4943073006313696,8,182.0,0.11849386893397823,16,536.0,0.20978575279758507,19,1134.0,0.12840293502287572,0,0.0,0.7854603228609033,43,1852.0
95.0,43,1862.0,20.46153846153846,3.323661918707038,8,210.0,0.11355621759677936,16,618.0,0.20092612190224327,19,1227.0,0.04560056109199343,0,0.0,0.8364985991493877,43,2055.0
100.0,49,2080.0,22.857142857142858,3.0291487620141724,12,257.0,0.07269352406113502,18,707.0,0.17648649034172637,19,1322.0,0.0,0,0.0,0.8756417569004531,49,2286.0
105.0,50,2287.0,24.591397849462364,2.960328836555482,13,291.0,0.05622802690462563,18,797.0,0.20333166312609793,19,1417.0,0.0,0,0.0,0.84541053083533,50,2505.0
110.0,53,2494.0,27.108695652173914,3.199998460223513,16,308.0,0.06541095959670286,18,887.0,0.1903501995314044,19,1514.0,0.12972162565196452,0,0.0,0.802003456083689,53,2709.0
115.0,56,2733.0,29.387096774193548,3.1105622007172635,19,372.0,0.05904060682201202,18,977.0,0.1907009832002697,19,1609.0,0.15985509346912075,0,0.0,0.8377098408927927,56,2958.0
120.0,59,2985.0,31.42105263157895,3.123757296105681,22,475.0,0.05491535411246794,18,1067.0,0.2084123079332455,19,1702.0,0.0802455981902223,0,0.0,0.8402798329819775,59,3244.0
125.0,59,3238.0,34.4468085106383,3.137553020527317,22,552.0,0.060557584964118664,18,1157.0,0.2109176434084592,19,1797.0,3.6649070024355754e-07,0,0.0,0.8428719010896983,59,3506.0
130.0,57,3510.0,36.94736842105263,3.374326318649485,20,605.0,0.07784450107610558,18,1247.0,0.21761355113170106,19,1894.0,0.11878356075382385,0,0.0,0.8225772029165697,57,3746.0
135.0,57,3789.0,40.74193548387097,3.1883522709263374,20,637.0,0.07687379152345235,18,1337.0,0.17250272172934283,19,1989.0,0.1850506281583126,0,0.0,0.8010680583490709,57,3963.0
140.0,56,4068.0,43.74193548387097,3.594539241256318,19,684.0,0.10323017343181075,18,1427.0,0.19034415775506497,19,2082.0,0.22355639142200212,0,0.0,0.740628523079757,56,4193.0
145.0,56,4348.0,46.255319148936174,4.199046595590347,19,756.0,0.1931933106261345,18,1517.0,0.19169324997090265,19,2177.0,0.21051570340911946,0,0.0,0.7787044722152172,56,4450.0
150.0,56,4628.0,47.71134020618557,4.384902488304747,19,824.0,0.18299300013441094,18,1607.0,0.20566918138098864,19,2272.0,0.18452761666022263,0,0.0,0.7366501931684901,56,4703.0
155.0,56,4908.0,50.08163265306123,4.563083638195903,19,912.0,0.1901391782827895,18,1697.0,0.2060531915540212,19,2367.0,0.21641166624491281,0,0.0,0.8268269108658991,56,4976.0
160.0,56,5188.0,52.93877551020408,4.626748301909198,19,1007.0,0.1763245033831325,18,1787.0,0.22854787752941128,19,2462.0,0.19820947182309356,0,0.0,0.7862110270665966,56,5256.0
165.0,56,5468.0,56.371134020618555,4.227286957484047,19,1102.0,0.14050681752047142,18,1877.0,0.19473141274335318,19,2557.0,0.13995408362569722,0,0.0,0.7736411668854256,56,5536.0
170.0,59,5759.0,59.989583333333336,3.668121887657637,22,1208.0,0.1206778498909516,18,1967.0,0.16783233313900486,19,2652.0,0.06796642399940256,0,0.0,0.8600730657559432,59,5827.0
175.0,60,6041.0,63.589473684210525,3.2442647454492484,23,1318.0,0.09987212890094804,18,2057.0,0.17119968026846297,19,2747.0,0.0,0,0.0,0.8686688475328413,60,6122.0
180.0,57,6310.0,67.12765957446808,2.954013866120471,20,1410.0,0.08976051859648222,18,2147.0,0.16774073770430767,19,2844.0,0.09014191516088285,0,0.0,0.8505402423445682,57,6401.0
185.0,56,6588.0,69.34736842105264,3.1550868872460933,19,1495.0,0.08908256724365937,18,2237.0,0.18435064717893354,19,2939.0,0.16632779342252055,0,0.0,0.6479004902964218,56,6671.0
190.0,57,6868.0,73.06382978723404,3.180837552615445,20,1583.0,0.10972010579629692,18,2327.0,0.17907281867822322,19,3032.0,0.18182313001777403,0,0.0,0.6363514961027895,57,6942.0
195.0,56,7148.0,75.2421052631579,3.476599937856813,19,1673.0,0.14486635421945465,18,2417.0,0.17299976139975498,19,3127.0,0.1701948012233381,0,0.0,0.5693293416993729,56,7217.0
200.0,57,7429.0,76.58762886597938,3.4873655867649145,20,1769.0,0.13040823517515135,18,2507.0,0.1787748761320043,19,3222.0,0.1317013835993577,0,0.0,0.5735056353043464,57,7498.0
205.0,59,7718.0,77.95959595959596,3.1856798120224883,22,1873.0,0.07593566863965343,18,2597.0,0.18732863958925872,19,3317.0,0.0991328564254498,0,0.0,0.5949640086422096,59,7787.0
210.0,59,7996.0,79.16831683168317,3.454208059253101,22,1977.0,0.08038051330214556,18,2687.0,0.17333047212095565,19,3412.0,0.0,0,0.0,0.6307335121770322,59,8076.0
215.0,57,8271.0,82.71,3.397986501557598,20,2071.0,0.0861829305019617,18,2777.0,0.19465254116264602,19,3509.0,0.11068215110145913,0,0.0,0.6622246299250216,57,8357.0
220.0,56,8548.0,84.63366336633663,3.65361487216422,19,2158.0,0.0960315473674246,18,2867.0,0.16764111295721845,19,3604.0,0.1854345192119777,0,0.0,0.7113689342998288,56,8629.0
225.0,56,8828.0,90.08163265306122,3.8700775751727785,19,2246.0,0.10577431071617241,18,2957.0,0.16932925244411762,19,3697.0,0.2040563455899253,0,0.0,0.7501909394276202,56,8900.0
230.0,56,9108.0,93.89690721649484,4.418961929932602,19,2339.0,0.16548812302361907,18,3047.0,0.16760811212844826,19,3792.0,0.20615690842994186,0,0.0,0.7659700364387368,56,9178.0
235.0,56,9388.0,95.79591836734694,4.492209600127279,19,2432.0,0.18916162426409147,18,3137.0,0.18055912617269873,19,3887.0,0.1960556945805601,0,0.0,0.6995656063514183,56,9456.0
